State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Latitude,Longitude
Jharkhand,Ranchi,2023,September,Saturday,7:48,Serious,4,Bus,7,1,Clear,Urban Road,Damaged,Dusk,,44,59,Male,Expired,Yes,Bridge,23.327301,85.294009
Goa,Vasco da Gama,2021,November,Tuesday,7:0,Fatal,3,Pedestrian,9,2,Hazy,State Highway,Dry,Dusk,Signals,53,35,Male,Valid,No,Intersection,15.40013,73.832246
Madhya Pradesh,Jabalpur,2019,May,Sunday,17:41,Fatal,3,Pedestrian,6,0,Hazy,Urban Road,Under Construction,Dusk,Signs,53,21,Female,Valid,Yes,Bridge,23.167619,79.982208
Odisha,Puri,2022,January,Sunday,9:58,Minor,3,Bus,3,2,Foggy,Village Road,Dry,Dawn,,100,45,Male,,Yes,Straight Road,19.794974,85.846492
West Bengal,Durgapur,2018,February,Wednesday,14:56,Fatal,2,Cycle,6,5,Rainy,Urban Road,Wet,Daylight,Police Checkpost,90,40,Female,Valid,Yes,Curve,23.517641,87.31692
Tamil Nadu,Madurai,2021,November,Friday,1:42,Minor,5,Truck,7,5,Foggy,National Highway,Damaged,Dark,Signs,39,23,Male,,No,Curve,9.922814,78.140832
Haryana,Faridabad,2018,February,Saturday,0:28,Serious,4,Car,10,1,Stormy,State Highway,Dry,Daylight,Police Checkpost,103,26,Male,Valid,Yes,Bridge,28.399322,77.304266
Punjab,Ludhiana,2021,November,Monday,6:22,Serious,1,Cycle,1,0,Hazy,Urban Road,Under Construction,Daylight,Police Checkpost,67,53,Male,,Yes,Curve,30.892138,75.867022
Andhra Pradesh,Vijayawada,2021,August,Wednesday,6:12,Minor,1,Car,2,2,Rainy,Village Road,Under Construction,Dawn,,48,43,Male,Expired,Yes,Bridge,16.501991,80.654382
Nagaland,Kohima,2021,December,Monday,6:37,Minor,2,Bus,2,4,Hazy,State Highway,Dry,Dark,Signals,40,66,Male,Expired,Yes,Straight Road,25.66576,94.084951
Gujarat,Ahmedabad,2021,September,Saturday,21:47,Fatal,1,Cycle,8,3,Stormy,State Highway,Dry,Daylight,Police Checkpost,109,43,Female,Valid,No,Straight Road,23.014872,72.577507
Delhi,Rohini,2023,February,Friday,16:58,Fatal,4,Truck,5,3,Rainy,State Highway,Under Construction,Dark,Police Checkpost,31,39,Female,,No,Intersection,28.737147,77.051543
Jammu and Kashmir,Anantnag,2023,December,Tuesday,6:12,Serious,3,Cycle,1,2,Foggy,Urban Road,Damaged,Dusk,Signs,107,64,Male,Valid,No,Curve,33.739578,75.154009
Punjab,Amritsar,2019,December,Tuesday,10:39,Serious,2,Cycle,6,3,Rainy,National Highway,Dry,Dawn,Signs,89,43,Male,Valid,Yes,Bridge,31.642503,74.886844
Arunachal Pradesh,Naharlagun,2021,April,Friday,7:7,Minor,5,Auto-Rickshaw,7,0,Stormy,State Highway,Wet,Dawn,,53,24,Female,Expired,Yes,Bridge,27.09166,93.699959
Rajasthan,Jodhpur,2019,December,Sunday,14:13,Fatal,2,Auto-Rickshaw,7,1,Hazy,National Highway,Damaged,Dusk,Signs,51,36,Female,Expired,Yes,Curve,26.220225,73.024399
West Bengal,Siliguri,2023,April,Monday,23:45,Serious,5,Auto-Rickshaw,8,3,Hazy,Urban Road,Wet,Dawn,Signs,112,28,Female,Valid,Yes,Curve,22.591388,88.341177
Odisha,Cuttack,2022,November,Sunday,18:49,Serious,3,Truck,5,1,Clear,State Highway,Dry,Dawn,Signals,37,32,Male,,No,Intersection,20.487044,85.897344
Uttar Pradesh,Kanpur,2018,June,Monday,5:40,Fatal,4,Bus,1,0,Foggy,Village Road,Wet,Dark,Signs,32,58,Male,Expired,No,Intersection,26.430414,80.331317
Odisha,Cuttack,2018,June,Tuesday,10:28,Fatal,3,Cycle,2,4,Clear,Village Road,Under Construction,Dusk,Signs,54,34,Male,Valid,Yes,Straight Road,20.450903,85.896187
Himachal Pradesh,Shimla,2023,February,Friday,8:10,Serious,2,Auto-Rickshaw,1,3,Rainy,National Highway,Under Construction,Dark,Police Checkpost,115,69,Female,Valid,Yes,Bridge,31.105115,77.160036
Puducherry,Puducherry,2023,August,Wednesday,18:16,Fatal,3,Cycle,2,3,Stormy,Village Road,Damaged,Dark,Signals,120,27,Male,,No,Intersection,11.925021,79.8252
Tripura,Udaipur,2021,August,Sunday,14:50,Serious,3,Truck,5,0,Clear,Village Road,Damaged,Dark,Signs,81,48,Male,Valid,No,Bridge,23.530415,91.469256
Manipur,Imphal,2022,May,Friday,3:41,Fatal,1,Pedestrian,9,5,Foggy,State Highway,Damaged,Daylight,,49,24,Male,,Yes,Bridge,24.799014,93.937438
Odisha,Bhubaneswar,2018,October,Friday,18:58,Minor,3,Auto-Rickshaw,9,1,Stormy,National Highway,Under Construction,Dusk,Police Checkpost,83,46,Female,,No,Bridge,20.286388,85.816427
Jammu and Kashmir,Baramulla,2021,July,Saturday,17:21,Fatal,2,Pedestrian,2,2,Hazy,National Highway,Wet,Dusk,Signs,51,29,Female,Valid,No,Straight Road,34.193834,74.348683
Himachal Pradesh,Mandi,2023,August,Thursday,15:14,Serious,2,Cycle,10,3,Rainy,Urban Road,Dry,Dark,Signals,96,47,Female,Valid,No,Curve,31.683377,76.91714
Uttar Pradesh,Varanasi,2018,November,Thursday,3:28,Minor,4,Two-Wheeler,8,4,Rainy,State Highway,Dry,Dusk,Signals,60,43,Male,,Yes,Curve,25.328992,82.978844
Telangana,Karimnagar,2018,October,Sunday,4:55,Minor,3,Two-Wheeler,9,1,Foggy,National Highway,Wet,Dawn,Signals,106,63,Male,Expired,No,Intersection,18.428449,79.117772
Tripura,Udaipur,2022,October,Saturday,22:25,Minor,3,Car,10,4,Stormy,Urban Road,Dry,Dusk,Signs,105,38,Female,Expired,Yes,Intersection,23.51395,91.505294
Goa,Margao,2023,August,Wednesday,19:24,Fatal,5,Car,5,0,Clear,Urban Road,Wet,Dark,Police Checkpost,84,63,Female,Expired,Yes,Straight Road,15.287639,73.96604
Karnataka,Mysore,2021,October,Saturday,11:32,Minor,3,Car,1,3,Foggy,State Highway,Wet,Dusk,Police Checkpost,57,60,Female,Expired,Yes,Straight Road,12.981046,77.60462
Arunachal Pradesh,Itanagar,2022,May,Monday,19:2,Minor,5,Auto-Rickshaw,8,4,Clear,State Highway,Wet,Dark,Police Checkpost,103,66,Male,Expired,No,Straight Road,27.06317,93.62249
Jammu and Kashmir,Baramulla,2023,August,Sunday,23:23,Fatal,3,Pedestrian,1,5,Stormy,Village Road,Wet,Dawn,Signs,70,43,Female,,Yes,Straight Road,34.216553,74.331479
Andhra Pradesh,Vijayawada,2021,November,Friday,13:45,Serious,4,Auto-Rickshaw,9,5,Hazy,Urban Road,Wet,Dark,Police Checkpost,71,37,Female,Valid,Yes,Curve,16.484701,80.645514
Gujarat,Vadodara,2021,October,Thursday,18:39,Fatal,3,Bus,2,0,Foggy,Urban Road,Dry,Daylight,Police Checkpost,57,60,Male,Expired,Yes,Curve,22.286762,73.193956
Maharashtra,Mumbai,2019,January,Friday,14:28,Minor,3,Car,4,0,Rainy,Village Road,Wet,Dusk,Signals,39,23,Female,Expired,No,Intersection,19.09964,72.87825
Madhya Pradesh,Gwalior,2023,October,Thursday,5:8,Minor,5,Pedestrian,4,0,Stormy,Urban Road,Damaged,Daylight,Signs,103,40,Female,,No,Bridge,26.224991,78.182909
Delhi,Rohini,2023,March,Saturday,18:23,Minor,3,Bus,0,3,Clear,National Highway,Under Construction,Dark,Signs,96,49,Female,,Yes,Intersection,28.774403,77.051379
Telangana,Nizamabad,2022,February,Saturday,17:29,Fatal,5,Bus,10,3,Rainy,Village Road,Under Construction,Dawn,Police Checkpost,67,64,Male,,Yes,Curve,18.689874,78.093849
Tripura,Agartala,2020,February,Tuesday,21:53,Fatal,2,Bus,5,5,Clear,Urban Road,Dry,Daylight,Signs,118,54,Female,,Yes,Straight Road,23.836342,91.286352
Gujarat,Ahmedabad,2021,April,Thursday,6:45,Minor,5,Truck,7,5,Hazy,National Highway,Wet,Daylight,Police Checkpost,69,21,Female,,Yes,Curve,23.045278,72.580096
Rajasthan,Udaipur,2018,March,Thursday,11:55,Minor,3,Truck,5,4,Clear,National Highway,Dry,Dawn,Signs,58,66,Female,,Yes,Intersection,24.604653,73.709839
Odisha,Puri,2018,August,Friday,3:41,Serious,1,Pedestrian,0,1,Foggy,Village Road,Under Construction,Daylight,,91,68,Male,Expired,No,Bridge,19.802144,85.8347
Assam,Jorhat,2020,February,Monday,7:43,Serious,4,Two-Wheeler,10,5,Foggy,National Highway,Wet,Dusk,Signs,81,50,Male,Expired,No,Straight Road,26.746288,94.219747
Chandigarh,Chandigarh,2023,February,Sunday,0:50,Fatal,2,Bus,9,4,Rainy,Urban Road,Under Construction,Dusk,Police Checkpost,69,28,Female,,Yes,Bridge,30.739673,76.802351
Tamil Nadu,Coimbatore,2021,December,Friday,23:18,Serious,2,Cycle,2,1,Hazy,National Highway,Under Construction,Dark,Signs,59,66,Male,,Yes,Intersection,11.037539,76.978588
Mizoram,Aizawl,2022,January,Monday,11:17,Serious,4,Car,7,1,Clear,Urban Road,Dry,Daylight,Police Checkpost,87,56,Male,,No,Curve,23.727374,92.698303
Uttarakhand,Haridwar,2023,August,Tuesday,18:40,Minor,2,Pedestrian,6,1,Hazy,State Highway,Wet,Dawn,,31,20,Male,Valid,No,Bridge,29.963493,78.152061
Madhya Pradesh,Indore,2021,May,Monday,23:56,Fatal,3,Cycle,9,5,Rainy,Village Road,Wet,Dawn,Signals,104,22,Male,Expired,Yes,Bridge,22.698727,75.850038
Jharkhand,Bokaro,2023,September,Saturday,5:14,Fatal,2,Bus,5,0,Rainy,Village Road,Wet,Dark,Signs,75,41,Female,Expired,No,Straight Road,23.685931,86.17023
Meghalaya,Tura,2023,February,Wednesday,3:23,Serious,3,Bus,3,3,Clear,National Highway,Dry,Daylight,Signals,49,30,Female,,Yes,Curve,25.506431,90.212989
Manipur,Imphal,2021,July,Tuesday,16:37,Minor,1,Cycle,10,2,Stormy,National Highway,Wet,Daylight,Signs,101,45,Male,Valid,Yes,Straight Road,24.810954,93.915427
Himachal Pradesh,Mandi,2023,September,Sunday,19:16,Minor,2,Truck,9,5,Rainy,National Highway,Under Construction,Dusk,Police Checkpost,86,21,Female,Expired,Yes,Straight Road,31.703183,76.913161
Uttarakhand,Haldwani,2019,February,Saturday,3:49,Minor,5,Two-Wheeler,5,1,Foggy,National Highway,Damaged,Dark,,60,33,Female,Expired,Yes,Bridge,29.224946,79.524085
Kerala,Thrissur,2021,May,Wednesday,1:25,Serious,5,Truck,10,1,Foggy,Urban Road,Wet,Dark,Signs,79,57,Female,,Yes,Straight Road,10.523182,76.202435
Puducherry,Karaikal,2019,March,Thursday,22:44,Fatal,5,Cycle,9,2,Clear,Village Road,Dry,Daylight,Police Checkpost,65,52,Female,,Yes,Intersection,10.934792,79.840977
Puducherry,Karaikal,2018,April,Friday,15:35,Fatal,1,Bus,1,1,Rainy,State Highway,Damaged,Dark,Police Checkpost,58,59,Male,,Yes,Bridge,10.94525,79.852409
Maharashtra,Nagpur,2020,June,Sunday,12:28,Fatal,4,Car,5,0,Clear,Village Road,Damaged,Dark,Police Checkpost,87,69,Female,Valid,Yes,Bridge,21.152147,79.088084
Bihar,Bhagalpur,2020,November,Monday,20:49,Fatal,2,Bus,3,2,Foggy,Village Road,Damaged,Daylight,Police Checkpost,106,52,Female,Expired,Yes,Bridge,25.245007,87.003579
Delhi,New Delhi,2022,August,Tuesday,11:9,Minor,2,Car,5,5,Hazy,Village Road,Wet,Dawn,Signs,60,64,Female,,No,Curve,28.596245,77.230637
Odisha,Rourkela,2018,December,Thursday,22:33,Minor,1,Bus,10,0,Stormy,State Highway,Wet,Daylight,Signs,51,59,Male,Valid,No,Curve,22.275391,84.863973
West Bengal,Siliguri,2018,April,Wednesday,20:59,Serious,4,Cycle,10,1,Foggy,State Highway,Damaged,Dawn,Signals,37,35,Female,Expired,No,Curve,22.554177,88.371588
Madhya Pradesh,Bhopal,2023,January,Thursday,23:47,Serious,2,Pedestrian,10,5,Foggy,State Highway,Under Construction,Daylight,Signals,35,21,Male,Valid,Yes,Intersection,23.26106,77.420793
Sikkim,Gyalshing,2022,June,Monday,10:49,Serious,2,Cycle,10,0,Clear,National Highway,Wet,Dusk,Police Checkpost,72,24,Male,,Yes,Bridge,27.28273,88.235097
Puducherry,Karaikal,2022,June,Saturday,23:43,Minor,5,Auto-Rickshaw,2,0,Clear,State Highway,Dry,Dark,Signals,78,58,Female,Valid,No,Straight Road,10.928148,79.858854
Uttar Pradesh,Lucknow,2021,April,Wednesday,9:47,Fatal,3,Pedestrian,3,2,Stormy,State Highway,Under Construction,Dark,,54,24,Male,,Yes,Intersection,26.846278,80.95486
Uttar Pradesh,Lucknow,2022,May,Thursday,3:50,Serious,5,Truck,7,5,Foggy,Village Road,Wet,Dawn,,98,50,Female,Valid,No,Bridge,26.838965,80.950327
Sikkim,Gyalshing,2018,June,Wednesday,16:31,Minor,3,Bus,4,1,Stormy,Urban Road,Damaged,Dawn,Signals,87,18,Male,Expired,Yes,Straight Road,27.279188,88.235821
Andhra Pradesh,Visakhapatnam,2018,April,Monday,20:13,Minor,2,Auto-Rickshaw,1,1,Foggy,Village Road,Dry,Daylight,,92,27,Female,Valid,Yes,Bridge,17.680342,83.19805
Rajasthan,Jaipur,2018,February,Monday,7:1,Serious,1,Pedestrian,4,5,Hazy,Urban Road,Under Construction,Dark,Signals,73,23,Male,Expired,Yes,Curve,26.907443,75.806243
Andhra Pradesh,Tirupati,2021,January,Tuesday,3:21,Minor,1,Two-Wheeler,9,2,Stormy,State Highway,Under Construction,Dawn,,46,44,Male,Valid,No,Straight Road,13.609837,79.422835
Karnataka,Mysore,2018,March,Sunday,3:39,Serious,2,Car,5,3,Foggy,Urban Road,Wet,Dark,Signals,118,55,Female,,Yes,Intersection,12.978441,77.613987
Haryana,Gurugram,2023,November,Friday,6:15,Minor,4,Bus,3,2,Stormy,Village Road,Wet,Dawn,Signals,64,31,Female,Expired,No,Curve,28.437351,77.042595
Uttar Pradesh,Varanasi,2021,August,Wednesday,9:3,Minor,3,Cycle,3,0,Clear,Village Road,Dry,Daylight,Signs,101,34,Female,Valid,No,Bridge,25.340498,82.996646
Haryana,Panipat,2018,October,Monday,23:1,Minor,1,Car,9,1,Rainy,Urban Road,Damaged,Daylight,,120,46,Male,,No,Intersection,29.398101,76.950731
Bihar,Gaya,2023,October,Saturday,23:39,Serious,3,Two-Wheeler,5,1,Clear,Urban Road,Wet,Dawn,,83,24,Male,,Yes,Curve,24.808286,84.980195
Haryana,Gurugram,2019,October,Monday,20:38,Serious,4,Cycle,0,1,Stormy,State Highway,Dry,Daylight,Signs,31,44,Female,Expired,Yes,Straight Road,28.459199,77.04281
Assam,Silchar,2019,March,Friday,14:15,Serious,4,Cycle,9,5,Clear,Village Road,Wet,Dawn,Police Checkpost,107,26,Male,Valid,No,Intersection,24.83269,92.776705
Assam,Guwahati,2022,May,Tuesday,1:19,Minor,1,Truck,2,3,Stormy,Village Road,Under Construction,Dawn,,54,55,Female,Valid,No,Intersection,26.151992,91.746519
Odisha,Puri,2020,October,Thursday,3:13,Minor,5,Bus,0,0,Foggy,Urban Road,Under Construction,Dawn,Police Checkpost,76,62,Male,,Yes,Straight Road,19.794839,85.855512
Chandigarh,Chandigarh,2020,January,Monday,12:52,Minor,5,Auto-Rickshaw,10,1,Stormy,State Highway,Damaged,Dusk,Signals,100,66,Female,Valid,No,Intersection,30.715225,76.789922
Maharashtra,Mumbai,2021,September,Tuesday,20:6,Serious,3,Bus,10,4,Clear,Village Road,Dry,Dark,,52,26,Female,Valid,Yes,Intersection,19.097972,72.854179
Uttar Pradesh,Varanasi,2023,September,Friday,20:13,Fatal,5,Pedestrian,5,1,Rainy,State Highway,Dry,Dusk,Signs,81,31,Male,,No,Bridge,25.30409,82.996852
Manipur,Bishnupur,2023,April,Thursday,4:3,Minor,3,Car,2,1,Stormy,Urban Road,Dry,Daylight,,63,60,Male,Valid,No,Straight Road,24.599711,93.760572
Karnataka,Bangalore,2022,December,Tuesday,8:14,Minor,1,Truck,3,2,Clear,Village Road,Dry,Daylight,Signs,109,23,Female,Expired,No,Curve,12.953648,77.608333
Haryana,Gurugram,2022,October,Monday,1:4,Serious,2,Truck,4,0,Stormy,Urban Road,Dry,Dusk,Police Checkpost,114,48,Male,Expired,No,Curve,28.452151,77.046223
Nagaland,Mokokchung,2023,October,Thursday,7:37,Fatal,1,Auto-Rickshaw,8,3,Foggy,Village Road,Dry,Dusk,Signs,84,18,Female,,No,Intersection,26.330916,94.502609
Goa,Panaji,2022,January,Saturday,16:5,Fatal,3,Auto-Rickshaw,8,5,Foggy,State Highway,Wet,Dusk,Signs,98,59,Female,Expired,No,Intersection,15.507549,73.83055
Uttarakhand,Roorkee,2019,February,Sunday,18:6,Serious,1,Car,6,5,Rainy,State Highway,Under Construction,Daylight,,44,20,Male,Expired,No,Straight Road,29.86028,77.863859
Manipur,Thoubal,2019,December,Wednesday,18:24,Minor,4,Car,9,2,Foggy,Urban Road,Wet,Dark,Police Checkpost,59,41,Female,Valid,No,Straight Road,24.627064,94.003371
Haryana,Faridabad,2020,January,Wednesday,22:36,Fatal,3,Cycle,6,3,Hazy,Urban Road,Under Construction,Dawn,,32,26,Male,Expired,Yes,Bridge,28.405347,77.301407
Jammu and Kashmir,Jammu,2022,November,Saturday,14:16,Fatal,1,Cycle,6,1,Hazy,Village Road,Wet,Dark,Signals,31,43,Male,Expired,No,Bridge,32.74974,74.861728
Mizoram,Aizawl,2023,April,Sunday,0:59,Fatal,3,Auto-Rickshaw,8,0,Clear,Urban Road,Damaged,Dusk,Signs,65,19,Female,Expired,Yes,Curve,23.710467,92.699758
Manipur,Imphal,2020,April,Monday,16:38,Fatal,2,Two-Wheeler,8,1,Clear,National Highway,Dry,Dark,Signals,93,32,Male,,No,Bridge,24.837459,93.949596
Andhra Pradesh,Tirupati,2018,November,Monday,9:44,Fatal,1,Pedestrian,3,1,Hazy,Urban Road,Damaged,Dark,Signs,98,22,Female,Expired,No,Straight Road,13.622024,79.40938
Andhra Pradesh,Vijayawada,2022,December,Friday,6:30,Serious,2,Bus,8,4,Rainy,National Highway,Dry,Dusk,Signals,59,56,Male,Expired,No,Curve,16.507107,80.630341
Andhra Pradesh,Visakhapatnam,2019,October,Monday,12:47,Minor,4,Truck,2,3,Stormy,National Highway,Wet,Dark,Police Checkpost,112,46,Female,,No,Curve,17.66815,83.226612
Delhi,Rohini,2021,July,Friday,6:50,Serious,1,Truck,0,0,Hazy,Village Road,Wet,Dark,Signs,92,41,Male,Expired,No,Curve,28.757918,77.092621
Tamil Nadu,Madurai,2021,December,Monday,0:51,Serious,1,Truck,10,3,Rainy,State Highway,Damaged,Dusk,Police Checkpost,30,51,Female,,Yes,Straight Road,9.902211,78.103658
Bihar,Bhagalpur,2022,January,Saturday,7:6,Fatal,1,Auto-Rickshaw,9,1,Foggy,Village Road,Damaged,Dark,Signals,32,69,Female,Expired,No,Curve,25.219789,86.993888
Kerala,Kochi,2020,December,Sunday,14:53,Fatal,1,Bus,2,5,Hazy,State Highway,Damaged,Daylight,Police Checkpost,96,43,Male,Expired,No,Curve,9.92358,76.287425
Delhi,Rohini,2022,January,Wednesday,11:58,Fatal,5,Two-Wheeler,1,4,Hazy,National Highway,Wet,Dark,,84,21,Female,,No,Curve,28.769407,77.097511
Rajasthan,Udaipur,2021,June,Sunday,12:23,Minor,1,Auto-Rickshaw,2,1,Clear,State Highway,Under Construction,Dusk,Signs,80,34,Female,Expired,Yes,Intersection,24.60099,73.690628
Odisha,Puri,2022,March,Wednesday,0:15,Minor,2,Bus,9,4,Rainy,Urban Road,Damaged,Daylight,Signals,37,37,Male,,No,Bridge,19.79921,85.808841
Maharashtra,Nagpur,2021,July,Saturday,11:39,Minor,2,Cycle,0,4,Clear,Village Road,Under Construction,Dusk,Signs,101,36,Male,Valid,Yes,Straight Road,21.138284,79.090198
Karnataka,Bangalore,2023,March,Tuesday,14:7,Fatal,3,Car,4,0,Hazy,National Highway,Under Construction,Dusk,Signals,42,30,Male,Expired,Yes,Curve,12.988558,77.574982
Meghalaya,Nongstoin,2020,April,Wednesday,1:38,Minor,5,Cycle,5,2,Stormy,State Highway,Dry,Dusk,,49,28,Male,Expired,Yes,Intersection,25.497819,91.247459
Madhya Pradesh,Bhopal,2021,August,Tuesday,7:36,Minor,5,Cycle,4,4,Foggy,State Highway,Damaged,Dusk,Signs,105,67,Male,,Yes,Intersection,23.273034,77.422139
Nagaland,Mokokchung,2021,April,Tuesday,21:37,Fatal,1,Bus,10,4,Clear,National Highway,Damaged,Daylight,,39,66,Male,Valid,Yes,Intersection,26.340712,94.510408
Andhra Pradesh,Visakhapatnam,2019,February,Saturday,3:59,Serious,5,Two-Wheeler,7,4,Stormy,Village Road,Dry,Dawn,Police Checkpost,77,49,Male,,No,Intersection,17.663354,83.228427
Karnataka,Mangalore,2022,November,Tuesday,0:30,Minor,1,Bus,3,1,Hazy,Village Road,Damaged,Dark,Signs,31,57,Female,Valid,Yes,Straight Road,12.959893,77.586072
Manipur,Imphal,2022,April,Sunday,12:56,Minor,1,Truck,8,0,Hazy,Village Road,Dry,Dark,Signals,61,29,Male,Valid,Yes,Curve,24.833081,93.949468
Odisha,Rourkela,2022,January,Thursday,7:51,Fatal,5,Two-Wheeler,10,2,Hazy,State Highway,Damaged,Dark,Signals,50,33,Male,Expired,No,Intersection,22.25764,84.840243
Delhi,Dwarka,2019,June,Friday,8:27,Minor,2,Car,5,0,Clear,National Highway,Damaged,Dark,,108,46,Male,Valid,No,Straight Road,28.585023,77.067864
Puducherry,Karaikal,2020,December,Sunday,19:38,Serious,4,Car,4,0,Stormy,National Highway,Wet,Daylight,Signs,85,26,Female,Valid,No,Intersection,10.909854,79.81341
Mizoram,Lunglei,2019,March,Monday,8:13,Fatal,5,Truck,1,1,Rainy,Village Road,Under Construction,Dark,Signs,39,52,Female,Expired,No,Intersection,22.877208,92.713844
Odisha,Rourkela,2023,March,Tuesday,14:28,Minor,4,Truck,6,0,Hazy,Village Road,Dry,Daylight,Police Checkpost,34,53,Female,Valid,Yes,Bridge,22.245437,84.855723
Arunachal Pradesh,Itanagar,2021,February,Thursday,21:5,Serious,1,Two-Wheeler,3,0,Clear,Village Road,Wet,Dusk,Signals,75,52,Male,,Yes,Straight Road,27.083308,93.595144
Chhattisgarh,Bilaspur,2021,May,Saturday,17:7,Fatal,2,Two-Wheeler,6,0,Foggy,National Highway,Wet,Daylight,Signals,40,27,Female,Expired,Yes,Intersection,22.083153,82.132732
Jammu and Kashmir,Jammu,2019,October,Thursday,14:47,Serious,3,Pedestrian,0,3,Clear,State Highway,Wet,Dark,Signs,96,32,Female,Valid,No,Straight Road,32.73177,74.862783
Tripura,Udaipur,2021,March,Wednesday,21:42,Serious,1,Pedestrian,1,3,Clear,National Highway,Damaged,Daylight,Signs,107,64,Female,,No,Bridge,23.536027,91.50232
Delhi,New Delhi,2021,February,Thursday,18:19,Minor,2,Two-Wheeler,7,0,Clear,State Highway,Wet,Dusk,Police Checkpost,72,20,Female,,No,Intersection,28.621444,77.223033
West Bengal,Kolkata,2023,May,Tuesday,1:56,Fatal,3,Car,8,5,Foggy,Village Road,Damaged,Daylight,Signs,94,47,Male,,No,Bridge,22.572571,88.387524
Kerala,Kochi,2019,April,Thursday,22:28,Minor,3,Truck,3,0,Rainy,National Highway,Damaged,Daylight,Signals,35,50,Female,,Yes,Curve,9.948098,76.275677
Uttarakhand,Haldwani,2020,December,Friday,8:50,Fatal,3,Pedestrian,10,2,Foggy,National Highway,Wet,Dawn,,61,34,Male,Valid,No,Intersection,29.234603,79.514828
Punjab,Patiala,2018,August,Tuesday,7:41,Serious,4,Pedestrian,1,2,Foggy,Village Road,Damaged,Dawn,,30,69,Male,Expired,Yes,Intersection,30.328129,76.406291
Telangana,Hyderabad,2021,November,Tuesday,21:7,Fatal,5,Bus,9,5,Foggy,Urban Road,Wet,Dawn,Signals,45,66,Female,,Yes,Intersection,17.363651,78.483217
Tamil Nadu,Coimbatore,2020,March,Thursday,11:18,Minor,2,Truck,3,2,Hazy,National Highway,Damaged,Dusk,Police Checkpost,115,54,Male,Valid,No,Curve,11.020409,76.973129
Tripura,Dharmanagar,2023,January,Saturday,19:52,Fatal,5,Cycle,10,5,Hazy,National Highway,Dry,Daylight,Police Checkpost,35,55,Female,Valid,No,Straight Road,24.350672,92.181891
Punjab,Jalandhar,2019,May,Saturday,11:21,Fatal,4,Two-Wheeler,3,5,Hazy,Village Road,Damaged,Dawn,Signals,66,18,Female,Expired,No,Bridge,31.320779,75.572679
Manipur,Thoubal,2018,December,Sunday,17:19,Minor,5,Bus,1,3,Hazy,Village Road,Wet,Dawn,Police Checkpost,34,42,Male,Valid,No,Intersection,24.609765,93.988681
Puducherry,Puducherry,2019,May,Monday,19:1,Serious,3,Auto-Rickshaw,8,0,Foggy,Village Road,Damaged,Dark,Signals,99,43,Male,Expired,Yes,Curve,11.956773,79.793394
West Bengal,Durgapur,2023,January,Tuesday,1:53,Serious,4,Truck,5,0,Hazy,National Highway,Dry,Dawn,Signals,73,19,Female,Valid,Yes,Bridge,23.545323,87.328181
Jharkhand,Dhanbad,2023,March,Saturday,7:47,Fatal,5,Pedestrian,6,3,Foggy,National Highway,Under Construction,Dawn,Signals,59,42,Male,,No,Curve,23.796695,86.43693
Chandigarh,Chandigarh,2021,February,Wednesday,21:34,Fatal,4,Pedestrian,4,0,Clear,State Highway,Damaged,Dawn,Signs,46,70,Male,Valid,Yes,Intersection,30.753594,76.772234
Chhattisgarh,Raipur,2018,December,Friday,23:26,Fatal,5,Bus,10,2,Clear,State Highway,Damaged,Dusk,Signals,85,39,Male,,Yes,Curve,21.264609,81.627913
Manipur,Bishnupur,2020,October,Wednesday,4:1,Minor,3,Car,0,1,Stormy,Urban Road,Under Construction,Dawn,Signals,98,66,Female,Valid,Yes,Bridge,24.624541,93.760068
Tripura,Agartala,2023,July,Saturday,7:12,Fatal,1,Truck,5,0,Rainy,State Highway,Dry,Dawn,Police Checkpost,34,42,Female,Expired,Yes,Straight Road,23.822767,91.290289
Meghalaya,Shillong,2021,June,Wednesday,17:22,Serious,1,Pedestrian,0,5,Rainy,National Highway,Dry,Dark,Signals,79,23,Female,Expired,Yes,Curve,25.569091,91.907062
