State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Latitude,Longitude,Rainfall_mm,Max_temp_celsius,Min_temp_celsius
Himachal Pradesh,Mandi,2022,October,Saturday,4:10,Fatal,4,Truck,6,1,Foggy,Urban Road,Under Construction,Daylight,Signals,70,33,Female,Expired,No,Intersection,31.712394,76.951296,0.05323695990000488,20.29956970214846,6.826806640625023
Tamil Nadu,Coimbatore,2020,April,Sunday,10:19,Fatal,2,Auto-Rickshaw,1,5,Rainy,Village Road,Dry,Dawn,Signals,73,51,Male,Expired,No,Bridge,11.013434,76.956965,0.7330626249064665,35.47712097167971,23.000177001953148
Arunachal Pradesh,Itanagar,2022,February,Saturday,6:8,Serious,2,Car,5,4,Foggy,Village Road,Wet,Dark,Police Checkpost,47,37,Male,Expired,Yes,Curve,27.081748,93.618778,0.03584698214353921,22.11164245605471,9.72492370605471
Delhi,Dwarka,2019,August,Tuesday,22:40,Serious,5,Auto-Rickshaw,10,2,Clear,Village Road,Wet,Dusk,Signals,97,60,Male,Expired,Yes,Curve,28.571278,77.036787,35.7512142509222,31.73175964355471,26.609231567382835
Odisha,Rourkela,2021,May,Wednesday,10:2,Minor,5,Auto-Rickshaw,10,4,Stormy,Urban Road,Wet,Dawn,Signals,57,24,Male,Expired,No,Bridge,22.239605,84.829015,2.1182723668289327,36.63019714355471,26.04480895996096
Karnataka,Mysore,2021,May,Friday,10:18,Minor,5,Cycle,5,3,Clear,Urban Road,Dry,Dark,Police Checkpost,53,47,Female,Expired,Yes,Intersection,12.972506,77.595565,161.11633706361772,24.241540527343773,20.800805664062523
Mizoram,Lunglei,2018,August,Wednesday,13:30,Fatal,2,Car,0,5,Foggy,Urban Road,Under Construction,Dark,Signs,114,53,Male,,Yes,Bridge,22.877906,92.747904,408.4360257638764,31.787988281250023,22.329522705078148
Nagaland,Kohima,2019,October,Wednesday,17:33,Fatal,1,Truck,3,5,Hazy,State Highway,Damaged,Dawn,Police Checkpost,34,51,Male,Expired,Yes,Bridge,25.683755,94.129917,67.61297368763053,23.396966552734398,15.473107910156273
Telangana,Nizamabad,2023,January,Tuesday,16:13,Serious,1,Car,10,3,Foggy,State Highway,Wet,Dark,,102,33,Male,Expired,No,Straight Road,18.689062,78.116373,0.016834607151849923,30.424249267578148,19.64118347167971
Puducherry,Karaikal,2021,June,Thursday,3:26,Fatal,4,Bus,3,4,Foggy,Urban Road,Under Construction,Dark,,103,39,Male,Expired,Yes,Bridge,10.93996,79.849822,-9999.0,-9999.0,-9999.0
Haryana,Gurugram,2021,November,Wednesday,14:28,Minor,4,Auto-Rickshaw,2,2,Rainy,National Highway,Under Construction,Daylight,,37,49,Female,,No,Curve,28.45997,77.01165,0.0038951628198446997,25.416680908203148,11.33039245605471
Puducherry,Puducherry,2020,April,Friday,21:30,Serious,5,Cycle,7,5,Hazy,Village Road,Wet,Dusk,Signals,54,37,Female,Expired,No,Intersection,11.938513,79.795407,1.7936043441046934,31.66590270996096,25.810723876953148
Mizoram,Champhai,2023,May,Thursday,14:43,Serious,3,Car,8,5,Stormy,National Highway,Dry,Dusk,Signs,100,69,Female,,Yes,Intersection,23.454022,93.313095,62.9663773901008,23.606729125976585,15.232843017578148
Kerala,Thrissur,2022,March,Thursday,4:25,Fatal,2,Auto-Rickshaw,9,2,Stormy,State Highway,Dry,Dusk,Signals,96,29,Male,Valid,Yes,Curve,10.529598,76.199999,20.175021966963413,35.023477172851585,24.77332458496096
Puducherry,Puducherry,2019,January,Thursday,5:48,Minor,5,Truck,9,1,Foggy,Urban Road,Dry,Dawn,Signals,103,37,Female,Expired,Yes,Bridge,11.943615,79.787397,0.13787451871394296,27.25678405761721,21.45173034667971
Assam,Guwahati,2019,January,Friday,9:37,Serious,1,Two-Wheeler,3,5,Rainy,Village Road,Damaged,Daylight,Police Checkpost,118,38,Female,,No,Straight Road,26.143636,91.727075,2.7330076668476977,22.89795837402346,13.596902465820335
Meghalaya,Shillong,2023,May,Friday,0:21,Fatal,3,Two-Wheeler,4,0,Hazy,State Highway,Damaged,Dark,Signals,37,36,Male,Expired,Yes,Bridge,25.562782,91.892551,194.87672756381258,22.843164062500023,15.361749267578148
Himachal Pradesh,Shimla,2022,March,Thursday,16:11,Fatal,4,Bus,1,3,Hazy,Village Road,Damaged,Daylight,Police Checkpost,45,40,Male,Valid,Yes,Straight Road,31.121701,77.196327,0.17353602316916295,24.056680297851585,6.316247558593773
Rajasthan,Jaipur,2020,June,Thursday,3:25,Fatal,4,Truck,0,4,Stormy,State Highway,Wet,Daylight,Signs,43,22,Male,Expired,Yes,Straight Road,26.922145,75.785517,0.9512380643172946,40.18915710449221,27.138162231445335
Goa,Panaji,2022,August,Saturday,2:40,Fatal,5,Cycle,3,0,Foggy,Urban Road,Under Construction,Dusk,Signals,71,48,Male,Expired,Yes,Bridge,15.511225,73.809001,187.05811118588755,27.375024414062523,23.874368286132835
Haryana,Panipat,2022,September,Sunday,20:40,Serious,4,Pedestrian,2,4,Clear,State Highway,Under Construction,Dark,Signals,60,46,Female,,Yes,Bridge,29.36879,76.982211,194.33216024191324,29.071771240234398,24.047845458984398
Rajasthan,Jodhpur,2019,August,Friday,7:39,Fatal,2,Car,5,2,Clear,State Highway,Dry,Daylight,Signs,67,47,Male,Expired,No,Straight Road,26.256922,73.046004,284.7840506583452,28.614373779296898,25.243997192382835
Uttarakhand,Haridwar,2020,January,Wednesday,11:39,Minor,5,Pedestrian,5,0,Foggy,State Highway,Damaged,Dusk,Signs,70,70,Female,Expired,Yes,Intersection,29.921782,78.142409,13.219240306170832,18.020257568359398,7.46167907714846
Goa,Panaji,2018,February,Monday,9:45,Minor,4,Truck,0,5,Foggy,Urban Road,Under Construction,Dark,,110,70,Female,Expired,Yes,Intersection,15.474815,73.8228,0.018526394853779493,33.55603942871096,21.657739257812523
Chandigarh,Chandigarh,2023,January,Saturday,19:53,Serious,3,Cycle,1,2,Hazy,Urban Road,Under Construction,Dawn,Police Checkpost,67,36,Female,Expired,No,Curve,30.745546,76.794139,0.483494272259577,15.775979614257835,5.53449401855471
Haryana,Panipat,2022,June,Tuesday,19:9,Fatal,1,Pedestrian,3,0,Hazy,Urban Road,Damaged,Dusk,,39,20,Male,,Yes,Curve,29.371216,76.940161,0.018474459409389965,41.7399841308594,30.42621765136721
Punjab,Jalandhar,2019,September,Monday,4:58,Fatal,2,Truck,5,4,Stormy,National Highway,Dry,Dawn,Police Checkpost,43,39,Female,Valid,No,Bridge,31.345949,75.582463,9.189979359405243,32.64179382324221,25.70618591308596
Meghalaya,Jowai,2023,March,Tuesday,8:29,Fatal,5,Truck,3,0,Rainy,State Highway,Damaged,Dawn,Police Checkpost,43,64,Female,,Yes,Straight Road,25.457039,92.178211,71.6538710201462,21.617364501953148,11.483178710937523
Punjab,Jalandhar,2018,January,Sunday,5:7,Minor,3,Truck,2,1,Rainy,State Highway,Under Construction,Dark,Signals,62,38,Female,Expired,No,Straight Road,31.348424,75.56067,0.01716613667213096,19.690408325195335,5.02607116699221
Haryana,Panipat,2022,August,Tuesday,14:25,Minor,2,Cycle,5,5,Foggy,National Highway,Wet,Dusk,Signals,110,23,Female,,Yes,Intersection,29.413236,76.942743,47.20125114426921,29.199029541015648,24.727517700195335
Puducherry,Karaikal,2019,May,Tuesday,3:7,Minor,3,Car,9,4,Hazy,National Highway,Under Construction,Daylight,Signs,89,43,Male,Expired,No,Straight Road,10.94475,79.834116,-9999.0,-9999.0,-9999.0
Tripura,Agartala,2018,July,Sunday,13:16,Minor,3,Cycle,2,1,Clear,State Highway,Wet,Daylight,Signs,117,25,Female,Valid,Yes,Straight Road,23.810758,91.285473,61.876091270605116,32.96331176757815,26.794915771484398
Manipur,Imphal,2023,November,Sunday,6:42,Minor,4,Cycle,7,1,Clear,State Highway,Dry,Dusk,Signs,59,70,Male,Expired,Yes,Intersection,24.83524,93.928813,4.358863830546511,24.656655883789085,15.73798522949221
Arunachal Pradesh,Pasighat,2021,July,Sunday,17:3,Minor,3,Auto-Rickshaw,10,2,Rainy,Urban Road,Dry,Dawn,Signs,112,33,Male,,Yes,Intersection,28.067911,95.320869,119.85226496951285,26.387368774414085,23.586038208007835
Delhi,Dwarka,2020,December,Monday,5:7,Minor,3,Auto-Rickshaw,1,0,Clear,State Highway,Damaged,Dusk,Police Checkpost,103,52,Female,Valid,No,Bridge,28.568408,77.058869,0.000852346317969932,19.036965942382835,5.467446899414085
Punjab,Amritsar,2018,March,Sunday,4:27,Serious,5,Truck,1,4,Rainy,National Highway,Damaged,Dawn,Signals,32,28,Female,Valid,No,Intersection,31.623398,74.85748,2.7547127722868936,28.159768676757835,13.489892578125023
Goa,Margao,2019,April,Sunday,16:18,Fatal,3,Car,6,0,Clear,Village Road,Under Construction,Dawn,Signs,80,40,Female,,Yes,Bridge,15.307775,73.994455,3.27261090274078,33.93587646484377,25.657693481445335
Goa,Panaji,2018,September,Monday,11:3,Fatal,4,Auto-Rickshaw,6,4,Foggy,National Highway,Dry,Dusk,Signals,71,57,Female,Valid,No,Bridge,15.489499,73.848655,13.79954740404088,28.990533447265648,23.004006958007835
Jharkhand,Jamshedpur,2019,December,Sunday,2:32,Serious,2,Pedestrian,4,3,Hazy,Village Road,Under Construction,Dark,Police Checkpost,62,32,Female,,Yes,Straight Road,22.779911,86.226889,19.56719309984223,24.777581787109398,17.382501220703148
Tamil Nadu,Madurai,2020,October,Friday,9:51,Minor,2,Car,4,3,Rainy,Urban Road,Dry,Daylight,Signals,57,62,Male,Valid,No,Curve,9.948843,78.113143,0.7236972451210022,33.426675415039085,23.821862792968773
Assam,Dibrugarh,2020,October,Sunday,23:30,Minor,1,Cycle,8,1,Foggy,State Highway,Under Construction,Daylight,Police Checkpost,119,68,Female,,Yes,Curve,27.460646,94.899855,2.437308430671692,32.041909790039085,24.603417968750023
Kerala,Thrissur,2023,October,Tuesday,7:49,Serious,1,Bus,8,3,Hazy,Urban Road,Damaged,Dark,Signals,119,64,Male,Expired,Yes,Bridge,10.517082,76.202066,197.66414835982005,27.850762939453148,23.188150024414085
Puducherry,Karaikal,2022,June,Monday,3:52,Fatal,2,Cycle,2,0,Stormy,State Highway,Dry,Dawn,Police Checkpost,31,50,Male,,Yes,Curve,10.918518,79.832702,-9999.0,-9999.0,-9999.0
Jharkhand,Ranchi,2022,July,Saturday,6:37,Serious,2,Car,2,2,Foggy,National Highway,Under Construction,Dawn,Signs,120,46,Female,Expired,No,Intersection,23.319514,85.317036,103.4193703987576,28.515832519531273,22.627587890625023
Mizoram,Lunglei,2018,September,Sunday,2:28,Fatal,1,Bus,1,1,Hazy,State Highway,Damaged,Dawn,Signals,34,29,Male,,No,Straight Road,22.86777,92.755948,80.31845018266637,29.132241821289085,20.313272094726585
Uttarakhand,Haldwani,2019,November,Tuesday,7:28,Serious,1,Pedestrian,2,3,Foggy,National Highway,Damaged,Daylight,Signs,85,44,Male,Valid,Yes,Bridge,29.193395,79.530274,0.2506121991245891,26.538796997070335,15.391275024414085
Manipur,Thoubal,2022,November,Sunday,15:24,Fatal,4,Bus,7,5,Rainy,Village Road,Damaged,Dark,,98,22,Male,,No,Bridge,24.64612,94.004309,0.004249811070167198,22.27204284667971,11.09461364746096
Punjab,Patiala,2019,January,Saturday,8:6,Serious,5,Bus,1,2,Clear,Village Road,Under Construction,Dusk,Police Checkpost,110,18,Female,,No,Intersection,30.316052,76.400401,0.001293269178859191,17.169793701171898,5.389154052734398
Puducherry,Karaikal,2019,June,Thursday,1:51,Fatal,5,Pedestrian,2,0,Stormy,State Highway,Under Construction,Daylight,Police Checkpost,86,65,Male,Valid,No,Straight Road,10.940871,79.821917,-9999.0,-9999.0,-9999.0
Tripura,Agartala,2021,January,Wednesday,14:53,Serious,4,Bus,9,1,Rainy,Urban Road,Wet,Daylight,Signals,103,58,Female,Expired,No,Intersection,23.813198,91.27382,0.000852346317969932,23.439324951171898,11.491738891601585
Telangana,Karimnagar,2019,June,Saturday,6:17,Serious,1,Cycle,0,4,Clear,State Highway,Wet,Dark,,81,28,Female,,Yes,Curve,18.450025,79.109576,0.1533657311938441,40.72107849121096,31.208245849609398
Nagaland,Dimapur,2018,September,Thursday,6:57,Serious,3,Truck,7,1,Stormy,Village Road,Wet,Dawn,Signals,98,47,Female,Valid,No,Curve,25.908062,93.726349,9.665883332480973,29.609674072265648,22.869241333007835
Bihar,Patna,2021,February,Tuesday,16:31,Fatal,5,Pedestrian,2,5,Rainy,Urban Road,Damaged,Daylight,Police Checkpost,93,47,Female,Valid,Yes,Intersection,25.58109,85.144234,0.005985124460039515,26.314248657226585,11.86213073730471
Kerala,Kochi,2020,June,Wednesday,20:34,Serious,2,Auto-Rickshaw,9,5,Clear,National Highway,Wet,Dawn,,53,45,Male,Expired,Yes,Bridge,9.920085,76.245981,98.58327181473214,28.66443786621096,25.026971435546898
Jammu and Kashmir,Srinagar,2023,August,Saturday,19:23,Fatal,2,Cycle,6,4,Clear,Village Road,Wet,Dark,Police Checkpost,117,30,Female,,No,Intersection,34.100776,74.81394,8.235583081841469,22.702539062500023,16.104425048828148
Mizoram,Champhai,2018,February,Thursday,17:39,Minor,5,Truck,0,4,Hazy,Urban Road,Wet,Daylight,Signals,112,21,Female,,Yes,Curve,23.484938,93.299784,0.07717736531276387,20.83924255371096,6.326776123046898
Uttar Pradesh,Lucknow,2019,March,Sunday,4:7,Fatal,2,Cycle,10,3,Foggy,National Highway,Under Construction,Dusk,,56,41,Male,Valid,No,Straight Road,26.855634,80.96046,0.15287310498024453,29.67640075683596,15.95270690917971
Andhra Pradesh,Tirupati,2022,March,Sunday,5:9,Fatal,4,Auto-Rickshaw,4,5,Hazy,National Highway,Under Construction,Daylight,,92,49,Female,Expired,No,Straight Road,13.620569,79.424231,0.0017256346040994686,35.476602172851585,18.779138183593773
Uttarakhand,Dehradun,2019,July,Wednesday,0:19,Fatal,5,Pedestrian,0,4,Clear,National Highway,Wet,Dusk,,108,34,Male,Expired,No,Bridge,30.335623,78.044105,114.06985446810225,23.635339355468773,18.994180297851585
Puducherry,Karaikal,2020,January,Sunday,11:32,Fatal,1,Car,2,5,Hazy,National Highway,Wet,Dark,,75,60,Female,Valid,No,Bridge,10.947175,79.829691,-9999.0,-9999.0,-9999.0
Delhi,Rohini,2021,March,Saturday,5:26,Minor,5,Auto-Rickshaw,0,4,Clear,Village Road,Wet,Dusk,Signals,72,54,Female,Valid,No,Curve,28.762597,77.05865,0.0017206148754667083,31.257043457031273,16.36426696777346
Arunachal Pradesh,Itanagar,2023,May,Saturday,1:25,Serious,4,Cycle,4,1,Hazy,National Highway,Under Construction,Daylight,Signs,70,47,Female,,Yes,Intersection,27.072731,93.62078,50.092873079254474,26.360635375976585,20.549249267578148
Uttarakhand,Dehradun,2018,March,Thursday,6:42,Fatal,2,Bus,4,4,Clear,State Highway,Wet,Daylight,Signs,79,25,Female,Valid,No,Bridge,30.334986,78.040736,23.265788626588346,21.167581176757835,7.287515258789085
Sikkim,Gangtok,2020,February,Wednesday,18:11,Fatal,4,Cycle,3,4,Hazy,State Highway,Under Construction,Dawn,,92,26,Male,,Yes,Bridge,27.358635,88.608607,55.12700714163188,6.133508300781273,2.1299224853515852
Uttar Pradesh,Kanpur,2018,September,Saturday,4:50,Minor,4,Two-Wheeler,3,5,Foggy,Urban Road,Dry,Dark,Police Checkpost,45,33,Female,,No,Curve,26.4669,80.324886,7.588635385026521,32.35540161132815,24.453897094726585
Uttar Pradesh,Kanpur,2019,July,Monday,9:6,Fatal,5,Two-Wheeler,5,0,Clear,Village Road,Damaged,Dawn,Police Checkpost,111,43,Male,Valid,No,Intersection,26.463377,80.332218,16.01210385560492,34.05629882812502,26.085229492187523
Kerala,Thiruvananthapuram,2021,August,Sunday,13:53,Fatal,1,Auto-Rickshaw,1,4,Clear,National Highway,Under Construction,Dark,Signs,116,41,Female,Expired,Yes,Curve,8.522234,76.958599,10.461846341627279,27.651605224609398,23.332131958007835
Meghalaya,Tura,2020,March,Tuesday,8:57,Minor,2,Two-Wheeler,0,0,Stormy,State Highway,Dry,Daylight,,39,28,Male,Valid,No,Intersection,25.523126,90.199083,9.74998846646713,25.14362487792971,17.158609008789085
Manipur,Imphal,2022,November,Sunday,9:38,Serious,4,Truck,1,3,Stormy,Village Road,Wet,Dark,Signs,83,42,Female,Expired,Yes,Straight Road,24.840279,93.93369,0.0011205672194591898,23.513177490234398,10.99891052246096
Sikkim,Namchi,2023,July,Wednesday,1:7,Fatal,4,Cycle,6,3,Clear,National Highway,Wet,Dawn,Police Checkpost,104,44,Female,Expired,No,Straight Road,27.152412,88.358287,282.49694742261863,24.494226074218773,19.897729492187523
Punjab,Amritsar,2018,June,Wednesday,5:40,Serious,5,Auto-Rickshaw,2,1,Clear,Village Road,Dry,Dawn,Signs,74,45,Male,Valid,No,Intersection,31.630916,74.86385,0.6145578822156494,40.65569458007815,29.018090820312523
Tripura,Agartala,2020,March,Thursday,16:18,Serious,5,Truck,8,0,Stormy,State Highway,Dry,Dusk,Signs,48,45,Male,Expired,Yes,Intersection,23.827414,91.267575,1.5305638312952397,32.62030944824221,20.039468383789085
Mizoram,Lunglei,2019,September,Friday,4:3,Serious,1,Pedestrian,4,1,Stormy,Urban Road,Dry,Dusk,Signs,37,60,Female,Valid,No,Intersection,22.897776,92.709112,123.93608987321159,28.00855407714846,21.23121032714846
Himachal Pradesh,Dharamshala,2019,December,Tuesday,16:7,Serious,5,Auto-Rickshaw,5,0,Stormy,National Highway,Under Construction,Dawn,Police Checkpost,81,43,Male,Valid,Yes,Curve,32.199666,76.342899,2.685848259911694,4.635964965820335,-6.91271057128904
Arunachal Pradesh,Naharlagun,2020,June,Sunday,21:2,Serious,5,Truck,1,0,Foggy,National Highway,Dry,Dark,Police Checkpost,54,47,Female,Expired,Yes,Bridge,27.116453,93.719385,185.20856471195657,28.38904724121096,23.716882324218773
Jammu and Kashmir,Srinagar,2018,January,Tuesday,7:1,Fatal,2,Truck,8,0,Stormy,National Highway,Under Construction,Dawn,Signals,34,61,Female,Valid,Yes,Intersection,34.068083,74.818345,0.02187490360938682,8.769616699218773,-5.18681945800779
Himachal Pradesh,Solan,2021,June,Saturday,7:18,Fatal,1,Pedestrian,5,2,Foggy,Urban Road,Dry,Dawn,Police Checkpost,105,30,Male,Expired,Yes,Straight Road,30.910373,77.116442,3.9218989851974584,27.387414550781273,15.58289489746096
Kerala,Kochi,2021,September,Sunday,23:19,Serious,4,Car,5,5,Stormy,State Highway,Damaged,Daylight,Signals,73,58,Female,Valid,No,Straight Road,9.922455,76.256544,109.59010794654844,27.901544189453148,24.36719665527346
Andhra Pradesh,Vijayawada,2020,December,Tuesday,6:33,Minor,4,Bus,8,1,Stormy,State Highway,Under Construction,Daylight,,115,44,Female,Expired,No,Straight Road,16.524923,80.638857,4.226221889155113,28.495095825195335,18.19568786621096
Maharashtra,Mumbai,2018,June,Tuesday,9:20,Minor,5,Pedestrian,1,1,Stormy,National Highway,Under Construction,Dawn,Police Checkpost,40,57,Female,,Yes,Bridge,19.062565,72.860924,62.07955861594883,29.419427490234398,25.469262695312523
Gujarat,Ahmedabad,2018,November,Thursday,13:7,Minor,4,Two-Wheeler,0,2,Hazy,Urban Road,Dry,Dawn,,107,57,Female,Expired,No,Straight Road,23.018326,72.552656,0.0072601129659233266,33.96137390136721,19.20826110839846
Arunachal Pradesh,Naharlagun,2022,June,Tuesday,17:39,Fatal,4,Auto-Rickshaw,6,3,Rainy,Urban Road,Damaged,Dusk,Signals,114,48,Female,Valid,Yes,Bridge,27.119835,93.676383,1092.4749679861065,21.249124145507835,20.149957275390648
Rajasthan,Udaipur,2018,April,Monday,7:47,Minor,5,Pedestrian,8,5,Hazy,Village Road,Under Construction,Daylight,,36,68,Female,Valid,Yes,Bridge,24.592776,73.714515,0.1325845706396933,37.83747253417971,21.315835571289085
Nagaland,Kohima,2020,April,Sunday,6:3,Serious,4,Two-Wheeler,1,2,Rainy,State Highway,Wet,Dusk,Signs,57,50,Female,Valid,No,Intersection,25.657296,94.095192,96.92142158744232,24.91394958496096,12.004663085937523
Manipur,Imphal,2018,June,Monday,7:50,Fatal,3,Cycle,1,3,Hazy,State Highway,Under Construction,Daylight,Signals,98,40,Female,Valid,Yes,Intersection,24.801373,93.917594,74.31169273462501,25.109552001953148,20.746026611328148
Gujarat,Surat,2020,August,Sunday,2:14,Serious,1,Cycle,6,3,Clear,Village Road,Wet,Dawn,Police Checkpost,41,65,Male,Valid,No,Curve,21.161455,72.841402,279.3724864720275,27.112405395507835,25.563684082031273
Rajasthan,Jaipur,2023,November,Thursday,19:26,Serious,4,Auto-Rickshaw,7,1,Rainy,National Highway,Under Construction,Daylight,Signals,86,61,Male,,Yes,Intersection,26.916947,75.802506,0.0034332275191673034,25.93378601074221,13.639154052734398
Telangana,Hyderabad,2022,January,Sunday,22:8,Minor,3,Auto-Rickshaw,4,0,Stormy,Urban Road,Dry,Dawn,Signals,64,27,Female,Valid,Yes,Bridge,17.395114,78.474199,15.676732119459302,24.060388183593773,18.270684814453148
Kerala,Thrissur,2023,January,Thursday,9:54,Fatal,3,Cycle,8,1,Hazy,Village Road,Damaged,Dark,Signs,113,68,Male,Expired,Yes,Curve,10.545455,76.220568,0.016834607151849923,33.488870239257835,20.758828735351585
Sikkim,Gyalshing,2020,September,Thursday,10:5,Serious,5,Bus,0,4,Hazy,Urban Road,Wet,Dawn,Police Checkpost,118,52,Female,Valid,Yes,Intersection,27.301091,88.244252,367.5923183558325,16.166238403320335,12.87641296386721
Jharkhand,Jamshedpur,2021,January,Sunday,7:47,Minor,5,Two-Wheeler,8,4,Stormy,State Highway,Wet,Daylight,Signs,71,39,Male,Valid,No,Straight Road,22.828361,86.222378,0.000852346317969932,22.635461425781273,10.386270141601585
Punjab,Ludhiana,2018,November,Friday,7:52,Fatal,4,Pedestrian,9,4,Hazy,Urban Road,Damaged,Dusk,Signals,38,43,Male,Valid,No,Curve,30.886974,75.855365,10.857615142072063,24.22309265136721,11.80787048339846
Delhi,Rohini,2018,October,Saturday,9:29,Fatal,3,Bus,5,0,Clear,State Highway,Dry,Daylight,,31,30,Female,Valid,No,Intersection,28.767291,77.059374,0.005149841278750955,31.08551940917971,16.69135437011721
Jharkhand,Jamshedpur,2022,April,Wednesday,1:8,Fatal,2,Car,9,1,Foggy,State Highway,Under Construction,Dusk,Police Checkpost,95,65,Female,Expired,No,Curve,22.792969,86.209111,0.7236687495399963,40.03406677246096,26.473489379882835
Haryana,Ambala,2020,July,Friday,1:31,Minor,3,Cycle,9,2,Rainy,Urban Road,Wet,Dark,Signals,41,70,Male,Valid,Yes,Straight Road,30.380777,76.755248,25.831041396127574,32.90654907226565,26.680276489257835
Kerala,Thrissur,2022,February,Thursday,6:50,Minor,1,Two-Wheeler,5,0,Rainy,State Highway,Damaged,Dawn,Signs,103,44,Female,Valid,No,Bridge,10.52748,76.231239,0.7589258290749967,34.464517211914085,24.31354675292971
