,State Name,City Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver Gender,Driver License Status,Alcohol Involvement,Accident Location Details,Latitude,Longitude,Rainfall_mm,Max_temp_celsius,Min_temp_celsius,Traffic Congestion
1323,Nagaland,Kohima,2020,January,Tuesday,1:48,Fatal,4,Truck,0,2,Hazy,National Highway,Dry,Daylight,,101,50,Male,Expired,Yes,Curve,25.681838,94.108946,1.6588030366619932,17.60321960449221,7.82886657714846,0.8944271909999159
1324,Uttarakhand,Haridwar,2020,February,Tuesday,7:59,Fatal,2,Two-Wheeler,8,1,Stormy,Village Road,Under Construction,Daylight,,45,62,Male,Valid,Yes,Bridge,29.947386,78.16929,0.0060081481159102,21.6201110839844,9.84272155761721,0.6324555320336759
1325,Chandigarh,Chandigarh,2018,March,Friday,18:47,Serious,1,Car,5,1,Rainy,Village Road,Under Construction,Dusk,Police Checkpost,82,49,Male,Valid,No,Intersection,30.750885,76.776563,3.810959231770994,29.071435546875023,13.953530883789083,0.4472135954999579
1326,Meghalaya,Nongstoin,2019,August,Saturday,9:8,Fatal,3,Two-Wheeler,6,1,Rainy,State Highway,Under Construction,Dusk,,104,22,Female,,Yes,Straight Road,25.540198,91.25027,542.3490907996893,22.923547363281276,19.982278442382835,0.7745966692414833
1327,Karnataka,Mysore,2022,November,Friday,7:45,Serious,4,Bus,5,5,Stormy,Village Road,Dry,Dark,Police Checkpost,41,45,Female,,Yes,Straight Road,12.988634,77.57266,17.959173023598396,25.324807739257835,18.014077758789085,0.8944271909999159
1328,Meghalaya,Jowai,2023,December,Tuesday,23:34,Serious,2,Pedestrian,8,5,Stormy,Village Road,Wet,Dark,Signs,109,21,Female,Valid,Yes,Bridge,25.428349,92.217599,0.1121431576507347,16.16529235839846,8.217630004882835,0.6324555320336759
1329,Haryana,Ambala,2019,February,Tuesday,12:41,Serious,2,Truck,6,5,Clear,Village Road,Under Construction,Dawn,Signs,49,51,Female,Valid,Yes,Bridge,30.394408,76.762779,260.41566096114366,20.674905395507835,11.613519287109398,0.6324555320336759
1330,Gujarat,Surat,2023,March,Friday,22:9,Serious,5,Truck,2,4,Rainy,National Highway,Wet,Dusk,Signals,31,18,Female,,Yes,Straight Road,21.192387,72.816128,1.9714517200668524,34.56548461914065,22.295770263671898,1.0
1331,Sikkim,Gangtok,2022,March,Tuesday,5:20,Serious,2,Truck,8,4,Hazy,National Highway,Dry,Dusk,Signs,31,49,Male,,No,Intersection,27.333738,88.628132,2.0626158323580057,12.989526367187525,3.0753417968750227,0.6324555320336759
1332,Jharkhand,Bokaro,2019,June,Friday,1:33,Serious,4,Cycle,10,0,Foggy,National Highway,Under Construction,Dark,Signals,40,63,Male,,No,Straight Road,23.667323,86.151843,4.034127294971768,43.3972106933594,31.49085388183596,0.8944271909999159
1333,Goa,Margao,2021,September,Friday,6:3,Minor,4,Truck,1,0,Clear,Urban Road,Damaged,Daylight,Police Checkpost,39,33,Male,Expired,No,Intersection,15.306351,73.969661,73.3812119801378,27.766778564453148,23.83594665527346,0.8944271909999159
1334,Telangana,Hyderabad,2022,September,Thursday,8:56,Serious,4,Auto-Rickshaw,4,3,Stormy,Village Road,Under Construction,Dusk,Signals,31,50,Male,Valid,Yes,Bridge,17.361997,78.475254,5.071832053374692,27.87961730957033,22.13160095214846,0.8944271909999159
1335,Telangana,Hyderabad,2022,March,Wednesday,8:6,Minor,5,Auto-Rickshaw,4,5,Stormy,State Highway,Under Construction,Dusk,Police Checkpost,113,46,Female,,No,Bridge,17.409532,78.477954,0.0017256346040994,35.25484619140627,20.24988708496096,1.0
1336,Haryana,Panipat,2019,March,Sunday,9:39,Minor,3,Pedestrian,3,0,Stormy,Village Road,Dry,Dawn,Signs,90,48,Female,Valid,No,Curve,29.37464,76.945161,2.1820834340360307,24.727334594726585,11.74567565917971,0.7745966692414833
1337,Puducherry,Karaikal,2021,February,Sunday,1:47,Fatal,3,Pedestrian,10,3,Stormy,National Highway,Dry,Dusk,Police Checkpost,67,55,Female,,No,Intersection,10.943606,79.858981,-9999.0,-9999.0,-9999.0,0.7745966692414833
1338,Goa,Mapusa,2018,January,Saturday,12:7,Fatal,2,Pedestrian,7,5,Hazy,Village Road,Under Construction,Dark,,117,39,Male,,Yes,Straight Road,15.585602,73.792634,0.0171661366721309,31.311074829101585,21.562661743164085,0.6324555320336759
1339,Gujarat,Vadodara,2021,June,Friday,2:27,Minor,5,Bus,2,3,Clear,National Highway,Dry,Dusk,,118,35,Female,Expired,No,Bridge,22.322668,73.185283,2.6010153534912206,36.46749267578127,27.098840332031276,1.0
1340,Haryana,Gurugram,2022,January,Sunday,11:42,Minor,5,Two-Wheeler,9,2,Hazy,Urban Road,Damaged,Daylight,Signs,92,67,Female,,No,Straight Road,28.44282,77.023549,0.1830299760285925,16.500955200195335,7.946679687500023,1.0
1341,Puducherry,Puducherry,2020,May,Saturday,21:52,Fatal,1,Car,1,0,Clear,State Highway,Damaged,Dark,Signs,95,31,Male,Valid,Yes,Straight Road,11.92867,79.826125,-9999.0,-9999.0,-9999.0,0.4472135954999579
1342,Jharkhand,Bokaro,2021,September,Wednesday,20:39,Serious,1,Car,3,0,Stormy,Village Road,Under Construction,Dawn,Police Checkpost,95,19,Female,Valid,No,Intersection,23.666437,86.171914,275.9075857688522,25.858682250976585,23.91892395019533,0.4472135954999579
1343,Goa,Margao,2019,April,Friday,14:14,Serious,1,Car,6,5,Clear,National Highway,Damaged,Dark,Police Checkpost,78,36,Male,Valid,No,Straight Road,15.297671,73.966374,2.477470040275876,33.68978271484377,25.76618347167971,0.4472135954999579
1344,Bihar,Gaya,2018,October,Sunday,15:54,Minor,3,Auto-Rickshaw,1,2,Hazy,National Highway,Under Construction,Dusk,Signals,65,40,Male,Expired,No,Intersection,24.781727,84.984417,0.498318672150333,31.47705993652346,19.080407714843773,0.7745966692414833
1345,Jammu and Kashmir,Anantnag,2023,February,Monday,0:6,Serious,5,Auto-Rickshaw,2,1,Rainy,Village Road,Wet,Dawn,Police Checkpost,52,50,Male,Expired,Yes,Bridge,33.723897,75.170216,0.0235713523011327,10.848565673828148,0.2331024169922102,1.0
1346,Jammu and Kashmir,Baramulla,2023,February,Friday,14:10,Serious,2,Car,4,1,Rainy,National Highway,Dry,Dark,Signs,61,29,Male,Valid,Yes,Bridge,34.210708,74.32764,0.0235713523011327,7.946221923828148,-0.4074615478515397,0.6324555320336759
1347,Madhya Pradesh,Indore,2023,October,Friday,7:18,Fatal,2,Truck,3,0,Clear,National Highway,Wet,Dark,Signals,85,23,Female,Valid,No,Straight Road,22.717028,75.842895,0.02058148317019,32.90249023437502,21.1914001464844,0.6324555320336759
1348,Arunachal Pradesh,Itanagar,2019,March,Saturday,5:38,Fatal,5,Bus,9,2,Hazy,State Highway,Damaged,Daylight,Signs,119,44,Male,Valid,Yes,Intersection,27.072893,93.58506,42.236175617745175,23.6855407714844,16.995172119140648,1.0
1349,Uttar Pradesh,Kanpur,2020,September,Wednesday,10:4,Fatal,2,Truck,0,3,Hazy,State Highway,Under Construction,Dusk,Police Checkpost,31,59,Female,,Yes,Straight Road,26.450364,80.341731,34.65945683399241,33.84516296386721,26.10102233886721,0.6324555320336759
1350,Meghalaya,Tura,2023,June,Thursday,8:14,Fatal,3,Pedestrian,0,2,Stormy,Village Road,Damaged,Dusk,Police Checkpost,115,58,Female,Expired,No,Bridge,25.494034,90.222868,866.5536658512458,30.928735351562523,23.27411804199221,0.7745966692414833
1351,Rajasthan,Udaipur,2021,May,Sunday,0:11,Serious,5,Car,8,4,Rainy,Urban Road,Wet,Dark,Signals,105,48,Female,,Yes,Intersection,24.574918,73.735595,0.0274978903007649,38.011697387695335,24.25965270996096,1.0
1352,Delhi,Rohini,2023,March,Tuesday,9:2,Minor,2,Truck,7,5,Foggy,Urban Road,Wet,Daylight,Police Checkpost,40,32,Female,Expired,Yes,Intersection,28.739885,77.08796,0.3141296709259222,31.416284179687523,17.139520263671898,0.6324555320336759
1353,Mizoram,Aizawl,2022,February,Wednesday,14:0,Serious,5,Truck,8,2,Clear,Village Road,Dry,Daylight,Police Checkpost,35,35,Male,Valid,Yes,Curve,23.731267,92.702161,0.0166989900094449,24.05500183105471,8.315667724609398,1.0
1354,Nagaland,Mokokchung,2021,February,Tuesday,16:7,Minor,2,Truck,6,0,Foggy,Village Road,Dry,Dawn,Signals,88,70,Female,Expired,Yes,Intersection,26.33997,94.516839,6.029313875785647,20.673181152343773,10.753472900390648,0.6324555320336759
1355,Kerala,Thiruvananthapuram,2022,August,Wednesday,22:12,Minor,4,Truck,4,0,Hazy,Village Road,Under Construction,Dusk,Police Checkpost,62,21,Male,Valid,Yes,Intersection,8.544672,76.949556,0.0331974576504023,30.617211914062523,23.681008911132835,0.8944271909999159
1356,Himachal Pradesh,Mandi,2020,July,Monday,19:19,Serious,5,Cycle,5,5,Stormy,Village Road,Dry,Dark,Police Checkpost,61,69,Male,Valid,Yes,Curve,31.729408,76.910853,39.309635296927325,24.667642211914085,17.095025634765648,1.0
1357,Uttarakhand,Roorkee,2018,August,Friday,19:58,Minor,1,Bus,10,2,Stormy,State Highway,Dry,Dusk,Police Checkpost,120,29,Female,Valid,Yes,Bridge,29.875778,77.900694,50.03486600799079,31.39719543457033,24.90964660644533,0.4472135954999579
1358,Uttar Pradesh,Kanpur,2023,October,Friday,6:13,Serious,1,Two-Wheeler,4,1,Foggy,State Highway,Damaged,Dawn,Police Checkpost,120,20,Male,Valid,Yes,Intersection,26.432086,80.343449,0.02058148317019,34.52431640625002,21.7304626464844,0.4472135954999579
1359,Mizoram,Champhai,2020,April,Saturday,3:34,Fatal,2,Bus,9,5,Stormy,Village Road,Dry,Dusk,Signals,120,44,Female,,Yes,Straight Road,23.464505,93.318913,5.05208969113724,30.34363708496096,16.68171081542971,0.6324555320336759
1360,Arunachal Pradesh,Pasighat,2021,May,Tuesday,5:25,Fatal,3,Two-Wheeler,7,5,Hazy,Urban Road,Dry,Daylight,,33,63,Male,Expired,No,Bridge,28.0563,95.308838,835.0479804304314,24.33918151855471,19.621118164062523,0.7745966692414833
1361,Nagaland,Mokokchung,2020,July,Tuesday,23:36,Fatal,4,Bus,6,1,Clear,State Highway,Under Construction,Dawn,Signals,106,64,Female,Valid,Yes,Curve,26.341304,94.544819,68.54905514465415,27.78315124511721,21.790338134765648,0.8944271909999159
1362,Bihar,Bhagalpur,2019,December,Saturday,6:39,Fatal,4,Bus,8,0,Hazy,Urban Road,Wet,Dusk,Signs,74,33,Male,Expired,Yes,Straight Road,25.261187,86.9611,12.571097919330754,23.0900817871094,15.96619567871096,0.8944271909999159
1363,Delhi,Dwarka,2020,April,Wednesday,23:54,Minor,3,Auto-Rickshaw,9,0,Foggy,Urban Road,Under Construction,Dawn,,79,19,Male,Valid,Yes,Intersection,28.59728,77.066613,1.090511679624484,37.05915222167971,21.88288269042971,0.7745966692414833
1364,Punjab,Patiala,2022,May,Thursday,22:25,Serious,1,Pedestrian,7,5,Foggy,National Highway,Dry,Dusk,Signals,69,19,Male,,No,Curve,30.347471,76.368443,0.0052005044040015,43.147195434570335,23.487817382812523,0.4472135954999579
1365,Chandigarh,Chandigarh,2022,May,Sunday,7:15,Minor,2,Pedestrian,1,3,Stormy,State Highway,Dry,Dark,Signs,73,28,Female,Valid,Yes,Bridge,30.74459,76.786489,0.0052005044040015,41.7549987792969,23.448754882812523,0.6324555320336759
1366,West Bengal,Kolkata,2019,November,Friday,2:15,Serious,1,Two-Wheeler,7,2,Rainy,National Highway,Damaged,Dawn,Police Checkpost,71,38,Male,Expired,Yes,Curve,22.581533,88.343587,0.0017106531231547,29.34543762207033,18.932290649414085,0.4472135954999579
1367,Jharkhand,Bokaro,2020,July,Sunday,17:40,Fatal,5,Car,0,2,Foggy,Urban Road,Dry,Daylight,,38,26,Female,,Yes,Intersection,23.660357,86.17104,40.12052668677413,31.021112060546898,25.189019775390648,1.0
1368,Tripura,Dharmanagar,2019,January,Sunday,18:48,Fatal,4,Cycle,2,5,Stormy,National Highway,Wet,Dark,Signs,97,49,Male,Valid,No,Bridge,24.37171,92.156391,0.2023322854256548,24.11029968261721,12.265176391601583,0.8944271909999159
1369,Tamil Nadu,Coimbatore,2018,October,Saturday,19:23,Serious,1,Bus,2,1,Foggy,State Highway,Dry,Dawn,Signs,59,18,Female,Expired,No,Straight Road,11.025335,76.960465,73.47238399085398,28.89698181152346,21.12104187011721,0.4472135954999579
1370,Goa,Vasco da Gama,2018,June,Friday,0:37,Minor,2,Car,10,5,Clear,Village Road,Wet,Dark,Signals,86,23,Male,,Yes,Straight Road,15.391553,73.828786,-9999.0,-9999.0,-9999.0,0.6324555320336759
1371,Chandigarh,Chandigarh,2019,December,Wednesday,12:58,Minor,5,Cycle,6,4,Rainy,Urban Road,Under Construction,Daylight,,103,43,Male,,Yes,Bridge,30.710639,76.77587,2.32703388629929,17.874246215820335,6.63807067871096,1.0
1372,Haryana,Panipat,2020,March,Wednesday,17:12,Serious,2,Pedestrian,8,5,Rainy,Urban Road,Under Construction,Dawn,Police Checkpost,113,34,Female,Expired,No,Intersection,29.413173,76.963211,9.407952800359,21.54010925292971,11.190332031250025,0.6324555320336759
1373,Nagaland,Mokokchung,2021,August,Thursday,13:19,Minor,4,Cycle,7,0,Stormy,Village Road,Dry,Daylight,Signals,103,40,Female,Valid,No,Straight Road,26.319716,94.511422,122.11758268369977,27.0422302246094,22.652444458007835,0.8944271909999159
1374,Odisha,Puri,2021,January,Tuesday,5:52,Fatal,1,Pedestrian,1,0,Rainy,State Highway,Damaged,Dark,Signs,41,61,Male,Valid,No,Curve,19.830975,85.845975,0.9527981280257336,26.871789550781276,18.479882812500023,0.4472135954999579
1375,Gujarat,Ahmedabad,2019,July,Wednesday,7:25,Minor,3,Bus,10,0,Rainy,National Highway,Wet,Daylight,Police Checkpost,35,68,Male,Expired,No,Intersection,23.028987,72.574171,4.360945522780213,37.34664306640627,27.774697875976585,0.7745966692414833
1376,Haryana,Panipat,2020,August,Wednesday,3:59,Fatal,3,Car,3,5,Foggy,State Highway,Under Construction,Dawn,Signs,38,67,Male,Expired,Yes,Bridge,29.403379,76.986732,17.60479733337661,32.25422058105471,25.961358642578148,0.7745966692414833
1377,Meghalaya,Shillong,2021,April,Monday,15:39,Serious,5,Cycle,3,0,Hazy,Village Road,Dry,Dawn,,42,38,Male,Expired,Yes,Straight Road,25.588037,91.89731,66.90477953473106,24.351037597656276,14.936334228515648,1.0
1378,Jammu and Kashmir,Jammu,2019,October,Wednesday,13:54,Serious,5,Truck,7,2,Clear,Urban Road,Wet,Dawn,Signals,103,43,Female,Expired,Yes,Bridge,32.741835,74.832832,28.949925390463704,27.840386962890648,16.700189208984398,1.0
1379,West Bengal,Kolkata,2018,January,Friday,11:11,Serious,5,Pedestrian,2,3,Clear,National Highway,Dry,Dawn,Signals,31,46,Male,Valid,Yes,Straight Road,22.554773,88.371953,0.0171661366721309,23.074304199218773,10.318521118164083,1.0
1380,Tripura,Dharmanagar,2018,April,Monday,19:54,Serious,4,Two-Wheeler,2,3,Clear,Urban Road,Under Construction,Dawn,Signs,110,50,Female,Expired,No,Bridge,24.364875,92.145016,119.06304731845196,31.57575378417971,21.311578369140648,0.8944271909999159
1381,Goa,Margao,2018,May,Friday,17:21,Minor,3,Truck,4,2,Stormy,Village Road,Wet,Dusk,Police Checkpost,41,47,Female,Expired,Yes,Intersection,15.281657,74.005061,3.764033317565918,35.12661132812502,25.497857666015648,0.7745966692414833
1382,Arunachal Pradesh,Itanagar,2021,July,Sunday,15:59,Minor,3,Auto-Rickshaw,5,3,Hazy,National Highway,Damaged,Dawn,,51,37,Male,,No,Straight Road,27.086725,93.612119,121.07341885463896,28.43317565917971,23.763772583007835,0.7745966692414833
1383,West Bengal,Siliguri,2023,November,Thursday,18:19,Serious,5,Car,7,4,Hazy,National Highway,Damaged,Dawn,,70,49,Male,Expired,Yes,Curve,22.556708,88.347791,0.0042080879012473,30.24268493652346,19.70673522949221,1.0
1384,Gujarat,Vadodara,2020,October,Thursday,7:21,Serious,1,Bus,2,3,Hazy,State Highway,Dry,Dusk,,42,60,Male,,No,Intersection,22.316505,73.204312,8.451320230960846,34.987222290039085,27.425378417968773,0.4472135954999579
1385,Bihar,Bhagalpur,2021,February,Friday,15:4,Serious,2,Car,8,0,Stormy,National Highway,Damaged,Dusk,Signs,32,60,Male,Expired,Yes,Intersection,25.231507,87.007549,0.0059851244600395,26.449014282226585,12.30744323730471,0.6324555320336759
1386,Himachal Pradesh,Solan,2020,December,Wednesday,22:13,Minor,2,Car,0,2,Stormy,State Highway,Wet,Dawn,Signs,105,40,Male,Valid,No,Curve,30.900073,77.111787,0.2491950987746349,14.079080200195335,3.8203369140625223,0.6324555320336759
1387,Haryana,Ambala,2018,May,Sunday,3:36,Serious,2,Car,8,0,Hazy,National Highway,Dry,Dusk,Signs,35,42,Male,,No,Bridge,30.390112,76.762145,1.6972869634628296,36.79851684570315,23.988092041015648,0.6324555320336759
1388,Manipur,Thoubal,2022,September,Friday,23:52,Serious,4,Auto-Rickshaw,8,3,Hazy,Village Road,Wet,Dawn,,64,54,Female,Expired,Yes,Bridge,24.615067,94.004623,28.6262949928755,24.3007751464844,19.9658142089844,0.8944271909999159
1389,Tamil Nadu,Chennai,2021,December,Sunday,2:43,Fatal,4,Auto-Rickshaw,5,4,Stormy,Urban Road,Wet,Dusk,,31,56,Male,Valid,No,Bridge,13.081903,80.286667,-9999.0,-9999.0,-9999.0,0.8944271909999159
1390,Chandigarh,Chandigarh,2018,December,Sunday,23:1,Serious,1,Cycle,4,2,Stormy,National Highway,Under Construction,Daylight,,78,52,Male,Valid,Yes,Intersection,30.724048,76.767425,0.0327616914432837,20.9733825683594,5.106713867187523,0.4472135954999579
1391,Chhattisgarh,Bhilai,2022,January,Saturday,5:4,Serious,2,Car,5,4,Clear,National Highway,Damaged,Daylight,Signs,105,32,Female,,No,Curve,21.234004,81.392723,16.308979075688512,22.39548645019533,15.862481689453148,0.6324555320336759
1392,Goa,Panaji,2020,June,Saturday,6:17,Minor,2,Pedestrian,8,4,Rainy,National Highway,Damaged,Dawn,Police Checkpost,100,30,Female,,Yes,Straight Road,15.5114,73.84413,425.0305482132717,27.98291931152346,25.383889770507835,0.6324555320336759
1393,Himachal Pradesh,Mandi,2022,October,Saturday,4:10,Fatal,4,Truck,6,1,Foggy,Urban Road,Under Construction,Daylight,Signals,70,33,Female,Expired,No,Intersection,31.712394,76.951296,0.0532369599000048,20.29956970214846,6.826806640625023,0.8944271909999159
1394,Tamil Nadu,Coimbatore,2020,April,Sunday,10:19,Fatal,2,Auto-Rickshaw,1,5,Rainy,Village Road,Dry,Dawn,Signals,73,51,Male,Expired,No,Bridge,11.013434,76.956965,0.7330626249064665,35.47712097167971,23.000177001953148,0.6324555320336759
1395,Arunachal Pradesh,Itanagar,2022,February,Saturday,6:8,Serious,2,Car,5,4,Foggy,Village Road,Wet,Dark,Police Checkpost,47,37,Male,Expired,Yes,Curve,27.081748,93.618778,0.0358469821435392,22.11164245605471,9.72492370605471,0.6324555320336759
1396,Delhi,Dwarka,2019,August,Tuesday,22:40,Serious,5,Auto-Rickshaw,10,2,Clear,Village Road,Wet,Dusk,Signals,97,60,Male,Expired,Yes,Curve,28.571278,77.036787,35.7512142509222,31.73175964355471,26.609231567382835,1.0
1397,Odisha,Rourkela,2021,May,Wednesday,10:2,Minor,5,Auto-Rickshaw,10,4,Stormy,Urban Road,Wet,Dawn,Signals,57,24,Male,Expired,No,Bridge,22.239605,84.829015,2.1182723668289327,36.63019714355471,26.04480895996096,1.0
1398,Karnataka,Mysore,2021,May,Friday,10:18,Minor,5,Cycle,5,3,Clear,Urban Road,Dry,Dark,Police Checkpost,53,47,Female,Expired,Yes,Intersection,12.972506,77.595565,161.11633706361772,24.241540527343773,20.800805664062523,1.0
1399,Mizoram,Lunglei,2018,August,Wednesday,13:30,Fatal,2,Car,0,5,Foggy,Urban Road,Under Construction,Dark,Signs,114,53,Male,,Yes,Bridge,22.877906,92.747904,408.4360257638764,31.787988281250023,22.329522705078148,0.6324555320336759
1400,Nagaland,Kohima,2019,October,Wednesday,17:33,Fatal,1,Truck,3,5,Hazy,State Highway,Damaged,Dawn,Police Checkpost,34,51,Male,Expired,Yes,Bridge,25.683755,94.129917,67.61297368763053,23.3969665527344,15.473107910156273,0.4472135954999579
1401,Telangana,Nizamabad,2023,January,Tuesday,16:13,Serious,1,Car,10,3,Foggy,State Highway,Wet,Dark,,102,33,Male,Expired,No,Straight Road,18.689062,78.116373,0.0168346071518499,30.424249267578148,19.64118347167971,0.4472135954999579
1402,Puducherry,Karaikal,2021,June,Thursday,3:26,Fatal,4,Bus,3,4,Foggy,Urban Road,Under Construction,Dark,,103,39,Male,Expired,Yes,Bridge,10.93996,79.849822,-9999.0,-9999.0,-9999.0,0.8944271909999159
1403,Haryana,Gurugram,2021,November,Wednesday,14:28,Minor,4,Auto-Rickshaw,2,2,Rainy,National Highway,Under Construction,Daylight,,37,49,Female,,No,Curve,28.45997,77.01165,0.0038951628198446,25.416680908203148,11.33039245605471,0.8944271909999159
1404,Puducherry,Puducherry,2020,April,Friday,21:30,Serious,5,Cycle,7,5,Hazy,Village Road,Wet,Dusk,Signals,54,37,Female,Expired,No,Intersection,11.938513,79.795407,1.7936043441046934,31.66590270996096,25.810723876953148,1.0
1405,Mizoram,Champhai,2023,May,Thursday,14:43,Serious,3,Car,8,5,Stormy,National Highway,Dry,Dusk,Signs,100,69,Female,,Yes,Intersection,23.454022,93.313095,62.9663773901008,23.606729125976585,15.232843017578148,0.7745966692414833
1406,Kerala,Thrissur,2022,March,Thursday,4:25,Fatal,2,Auto-Rickshaw,9,2,Stormy,State Highway,Dry,Dusk,Signals,96,29,Male,Valid,Yes,Curve,10.529598,76.199999,20.175021966963413,35.023477172851585,24.77332458496096,0.6324555320336759
1407,Puducherry,Puducherry,2019,January,Thursday,5:48,Minor,5,Truck,9,1,Foggy,Urban Road,Dry,Dawn,Signals,103,37,Female,Expired,Yes,Bridge,11.943615,79.787397,0.1378745187139429,27.25678405761721,21.45173034667971,1.0
1408,Assam,Guwahati,2019,January,Friday,9:37,Serious,1,Two-Wheeler,3,5,Rainy,Village Road,Damaged,Daylight,Police Checkpost,118,38,Female,,No,Straight Road,26.143636,91.727075,2.7330076668476977,22.89795837402346,13.596902465820335,0.4472135954999579
1409,Meghalaya,Shillong,2023,May,Friday,0:21,Fatal,3,Two-Wheeler,4,0,Hazy,State Highway,Damaged,Dark,Signals,37,36,Male,Expired,Yes,Bridge,25.562782,91.892551,194.87672756381255,22.843164062500023,15.361749267578148,0.7745966692414833
1410,Himachal Pradesh,Shimla,2022,March,Thursday,16:11,Fatal,4,Bus,1,3,Hazy,Village Road,Damaged,Daylight,Police Checkpost,45,40,Male,Valid,Yes,Straight Road,31.121701,77.196327,0.1735360231691629,24.056680297851585,6.316247558593773,0.8944271909999159
